"Sr. No.","HS Code","HS Description","Country Name","April-2019-20_INR_Cr","April-2019-20_USD_Mn","April-2020-21_INR_Cr","April-2020-21_USD_Mn","April-2021-22_INR_Cr","April-2021-22_USD_Mn","April-2022-23_INR_Cr","April-2022-23_USD_Mn","April-2023-24_INR_Cr","April-2023-24_USD_Mn","April-2024-25_INR_Cr","April-2024-25_USD_Mn","April-2025-26_INR_Cr","April-2025-26_USD_Mn","April-2026-27_INR_Cr","April-2026-27_USD_Mn","August-2019-20_INR_Cr","August-2019-20_USD_Mn","August-2020-21_INR_Cr","August-2020-21_USD_Mn","August-2021-22_INR_Cr","August-2021-22_USD_Mn","August-2022-23_INR_Cr","August-2022-23_USD_Mn","August-2023-24_INR_Cr","August-2023-24_USD_Mn","August-2024-25_INR_Cr","August-2024-25_USD_Mn","August-2025-26_INR_Cr","August-2025-26_USD_Mn","December-2019-20_INR_Cr","December-2019-20_USD_Mn","December-2020-21_INR_Cr","December-2020-21_USD_Mn","December-2021-22_INR_Cr","December-2021-22_USD_Mn","December-2022-23_INR_Cr","December-2022-23_USD_Mn","December-2023-24_INR_Cr","December-2023-24_USD_Mn","December-2024-25_INR_Cr","December-2024-25_USD_Mn","December-2025-26_INR_Cr","December-2025-26_USD_Mn","February-2019-20_INR_Cr","February-2019-20_USD_Mn","February-2020-21_INR_Cr","February-2020-21_USD_Mn","February-2021-22_INR_Cr","February-2021-22_USD_Mn","February-2022-23_INR_Cr","February-2022-23_USD_Mn","February-2023-24_INR_Cr","February-2023-24_USD_Mn","February-2024-25_INR_Cr","February-2024-25_USD_Mn","February-2025-26_INR_Cr","February-2025-26_USD_Mn","January-2019-20_INR_Cr","January-2019-20_USD_Mn","January-2020-21_INR_Cr","January-2020-21_USD_Mn","January-2021-22_INR_Cr","January-2021-22_USD_Mn","January-2022-23_INR_Cr","January-2022-23_USD_Mn","January-2023-24_INR_Cr","January-2023-24_USD_Mn","January-2024-25_INR_Cr","January-2024-25_USD_Mn","January-2025-26_INR_Cr","January-2025-26_USD_Mn","July-2019-20_INR_Cr","July-2019-20_USD_Mn","July-2020-21_INR_Cr","July-2020-21_USD_Mn","July-2021-22_INR_Cr","July-2021-22_USD_Mn","July-2022-23_INR_Cr","July-2022-23_USD_Mn","July-2023-24_INR_Cr","July-2023-24_USD_Mn","July-2024-25_INR_Cr","July-2024-25_USD_Mn","July-2025-26_INR_Cr","July-2025-26_USD_Mn","June-2019-20_INR_Cr","June-2019-20_USD_Mn","June-2020-21_INR_Cr","June-2020-21_USD_Mn","June-2021-22_INR_Cr","June-2021-22_USD_Mn","June-2022-23_INR_Cr","June-2022-23_USD_Mn","June-2023-24_INR_Cr","June-2023-24_USD_Mn","June-2024-25_INR_Cr","June-2024-25_USD_Mn","June-2025-26_INR_Cr","June-2025-26_USD_Mn","June-2026-27_INR_Cr","June-2026-27_USD_Mn","March-2019-20_INR_Cr","March-2019-20_USD_Mn","March-2020-21_INR_Cr","March-2020-21_USD_Mn","March-2021-22_INR_Cr","March-2021-22_USD_Mn","March-2022-23_INR_Cr","March-2022-23_USD_Mn","March-2023-24_INR_Cr","March-2023-24_USD_Mn","March-2024-25_INR_Cr","March-2024-25_USD_Mn","March-2025-26_INR_Cr","March-2025-26_USD_Mn","May-2019-20_INR_Cr","May-2019-20_USD_Mn","May-2020-21_INR_Cr","May-2020-21_USD_Mn","May-2021-22_INR_Cr","May-2021-22_USD_Mn","May-2022-23_INR_Cr","May-2022-23_USD_Mn","May-2023-24_INR_Cr","May-2023-24_USD_Mn","May-2024-25_INR_Cr","May-2024-25_USD_Mn","May-2025-26_INR_Cr","May-2025-26_USD_Mn","May-2026-27_INR_Cr","May-2026-27_USD_Mn","November-2019-20_INR_Cr","November-2019-20_USD_Mn","November-2020-21_INR_Cr","November-2020-21_USD_Mn","November-2021-22_INR_Cr","November-2021-22_USD_Mn","November-2022-23_INR_Cr","November-2022-23_USD_Mn","November-2023-24_INR_Cr","November-2023-24_USD_Mn","November-2024-25_INR_Cr","November-2024-25_USD_Mn","November-2025-26_INR_Cr","November-2025-26_USD_Mn","October-2019-20_INR_Cr","October-2019-20_USD_Mn","October-2020-21_INR_Cr","October-2020-21_USD_Mn","October-2021-22_INR_Cr","October-2021-22_USD_Mn","October-2022-23_INR_Cr","October-2022-23_USD_Mn","October-2023-24_INR_Cr","October-2023-24_USD_Mn","October-2024-25_INR_Cr","October-2024-25_USD_Mn","October-2025-26_INR_Cr","October-2025-26_USD_Mn","September-2019-20_INR_Cr","September-2019-20_USD_Mn","September-2020-21_INR_Cr","September-2020-21_USD_Mn","September-2021-22_INR_Cr","September-2021-22_USD_Mn","September-2022-23_INR_Cr","September-2022-23_USD_Mn","September-2023-24_INR_Cr","September-2023-24_USD_Mn","September-2024-25_INR_Cr","September-2024-25_USD_Mn","September-2025-26_INR_Cr","September-2025-26_USD_Mn"
"58","30","PHARMACEUTICAL PRODUCTS","MALAYSIA","23.152","3.335","24.232","3.179","42.619","5.723","58.596","7.693","65.498","7.986","75.005","8.993","86.672","10.130","121.787","13.018","32.140","4.517","37.719","5.051","41.408","5.582","60.186","7.565","51.168","6.181","71.148","8.480","92.287","10.545","43.216","6.070","43.616","5.927","53.759","7.132","76.950","9.331","75.973","9.123","80.702","9.496","89.829","9.971","44.672","6.249","29.393","4.040","48.339","6.445","52.906","6.404","68.950","8.311","68.890","7.913","90.681","9.995","35.560","4.986","38.479","5.263","46.485","6.244","56.246","6.868","58.346","7.019","76.021","8.812","91.225","10.047","28.606","4.157","44.498","5.934","53.011","7.113","60.169","7.559","52.987","6.450","77.818","9.309","90.820","10.546","35.397","5.098","58.931","7.782","54.738","7.441","68.069","8.718","76.563","9.310","84.091","10.074","86.900","10.116","107.617","11.332","42.934","5.775","49.747","6.834","62.013","8.133","93.585","11.373","98.534","11.872","97.274","11.228","136.957","14.765","40.488","5.803","48.592","6.422","34.983","4.775","57.993","7.500","83.091","10.091","68.159","8.173","84.464","9.915","123.155","12.883","34.749","4.863","38.681","5.212","40.107","5.384","67.121","8.204","64.707","7.768","84.782","10.050","137.235","15.450","24.880","3.502","51.804","7.052","46.994","6.273","70.687","8.585","65.379","7.855","84.625","10.071","75.190","8.504","36.973","5.183","59.673","8.121","43.960","5.976","84.654","10.551","55.268","6.655","88.711","10.585","100.492","11.378"
"59","30","PHARMACEUTICAL PRODUCTS","CHINA P RP","23.144","3.334","35.239","4.622","47.475","6.375","21.731","2.853","30.177","3.679","44.253","5.306","50.615","5.916","75.314","8.051","47.672","6.701","19.664","2.633","79.683","10.741","30.671","3.855","36.038","4.353","44.114","5.258","57.727","6.596","19.944","2.801","66.549","9.043","19.885","2.638","35.883","4.351","56.767","6.817","57.531","6.769","49.576","5.503","28.056","3.924","25.559","3.513","30.003","4.000","40.996","4.963","35.101","4.231","41.004","4.710","51.634","5.691","28.929","4.057","10.425","1.426","23.196","3.116","48.838","5.963","48.078","5.784","54.590","6.328","41.058","4.522","35.578","5.171","17.885","2.385","19.579","2.627","35.160","4.417","28.568","3.477","70.590","8.444","56.879","6.605","28.013","4.034","42.559","5.620","77.645","10.556","53.762","6.886","39.213","4.768","87.463","10.478","66.725","7.767","110.545","11.640","20.079","2.701","46.050","6.326","46.240","6.065","57.202","6.951","76.848","9.259","72.692","8.390","107.423","11.581","18.186","2.606","24.342","3.217","19.709","2.690","31.838","4.118","42.965","5.218","66.370","7.959","50.995","5.986","81.251","8.499","26.604","3.723","20.658","2.783","17.058","2.290","44.697","5.464","114.011","13.687","72.083","8.544","57.090","6.427","25.827","3.636","14.299","1.947","25.994","3.470","23.417","2.844","63.784","7.663","41.846","4.980","59.241","6.700","22.359","3.134","59.986","8.163","20.634","2.805","33.882","4.223","53.006","6.383","69.499","8.293","83.375","9.440"
"60","30","PHARMACEUTICAL PRODUCTS","NEW ZEALAND","22.984","3.310","27.011","3.543","21.314","2.862","43.528","5.715","50.146","6.114","30.366","3.641","45.234","5.287","52.085","5.568","26.521","3.728","31.107","4.166","26.389","3.557","34.036","4.278","45.894","5.544","34.579","4.122","47.208","5.394","27.076","3.803","31.841","4.327","20.857","2.767","53.644","6.505","84.190","10.109","48.956","5.760","38.537","4.278","30.509","4.268","29.808","4.097","30.115","4.015","44.494","5.386","51.516","6.209","37.349","4.290","50.480","5.564","30.708","4.306","34.801","4.760","26.251","3.526","15.971","1.950","27.166","3.268","36.407","4.220","48.790","5.373","13.612","1.978","26.712","3.562","27.714","3.719","33.071","4.155","37.368","4.549","38.200","4.570","45.515","5.285","20.595","2.966","24.479","3.233","35.417","4.815","39.126","5.011","34.391","4.182","53.032","6.353","44.655","5.198","57.712","6.077","15.236","2.049","36.022","4.949","36.291","4.760","36.003","4.375","85.099","10.253","73.929","8.533","42.844","4.619","18.744","2.686","23.114","3.055","40.559","5.536","20.681","2.675","34.576","4.199","34.306","4.114","39.318","4.615","39.058","4.086","23.056","3.227","28.821","3.883","23.421","3.144","39.654","4.847","29.173","3.502","31.952","3.787","40.389","4.547","19.395","2.730","27.865","3.793","21.212","2.831","27.873","3.385","43.686","5.249","35.612","4.238","44.278","5.008","17.162","2.406","30.322","4.126","34.358","4.671","35.573","4.434","36.021","4.337","32.572","3.886","33.748","3.821"
"61","30","PHARMACEUTICAL PRODUCTS","MAURITIUS","22.267","3.207","15.123","1.984","23.985","3.221","22.069","2.897","35.433","4.320","39.046","4.681","40.232","4.702","49.853","5.329","20.672","2.906","27.664","3.705","27.679","3.731","34.711","4.363","45.724","5.523","38.026","4.533","34.099","3.896","20.532","2.884","25.527","3.469","53.604","7.112","34.223","4.150","43.319","5.202","36.924","4.345","45.485","5.049","24.066","3.366","24.828","3.412","18.319","2.442","33.340","4.036","33.457","4.033","24.055","2.763","40.898","4.508","25.551","3.583","20.125","2.753","26.744","3.593","28.305","3.456","28.842","3.470","53.373","6.187","40.133","4.420","19.277","2.802","26.627","3.551","30.556","4.100","31.589","3.968","45.949","5.593","40.173","4.806","42.613","4.948","16.658","2.399","19.552","2.582","23.697","3.222","31.203","3.997","34.826","4.235","38.221","4.579","38.588","4.492","46.606","4.908","17.287","2.325","46.529","6.392","38.006","4.985","31.114","3.781","44.723","5.389","47.139","5.441","52.051","5.611","14.157","2.029","23.761","3.141","23.564","3.216","24.594","3.181","30.534","3.708","48.909","5.865","54.521","6.400","44.409","4.645","23.463","3.284","23.517","3.169","37.957","5.095","39.673","4.849","38.735","4.650","29.998","3.556","38.315","4.314","19.844","2.793","19.773","2.692","37.536","5.010","37.942","4.608","189.309","22.744","40.313","4.798","36.425","4.120","20.347","2.852","25.874","3.521","29.608","4.025","34.592","4.312","41.775","5.030","43.865","5.234","35.053","3.969"
"62","30","PHARMACEUTICAL PRODUCTS","ANGOLA","22.189","3.196","13.198","1.731","19.128","2.568","52.369","6.875","54.503","6.645","48.634","5.831","72.594","8.484","98.991","10.582","30.728","4.319","30.705","4.112","42.112","5.677","52.745","6.630","36.108","4.362","69.476","8.281","102.833","11.750","30.470","4.280","45.067","6.124","61.381","8.144","56.826","6.891","25.060","3.009","60.966","7.174","54.967","6.101","41.155","5.757","42.454","5.835","53.752","7.167","42.688","5.168","37.770","4.553","78.396","9.005","49.916","5.502","24.164","3.388","42.068","5.754","45.013","6.047","77.747","9.493","36.473","4.388","53.598","6.213","67.172","7.398","65.730","9.553","50.580","6.745","46.595","6.252","46.929","5.896","53.392","6.499","54.848","6.561","57.496","6.677","29.226","4.209","33.105","4.372","33.005","4.487","100.237","12.839","39.889","4.851","37.829","4.532","50.062","5.828","59.780","6.295","14.185","1.908","24.402","3.352","64.210","8.422","77.586","9.429","57.868","6.972","58.929","6.802","38.283","4.127","44.315","6.351","31.365","4.146","25.793","3.520","55.827","7.220","44.504","5.405","63.908","7.664","60.677","7.123","128.999","13.494","35.960","5.033","50.773","6.841","57.510","7.720","42.480","5.192","23.743","2.850","44.373","5.260","59.712","6.722","28.445","4.004","38.530","5.245","91.611","12.229","57.721","7.010","37.406","4.494","55.027","6.549","60.480","6.840","61.254","8.587","33.593","4.572","29.499","4.010","63.029","7.856","33.612","4.047","61.279","7.312","67.735","7.669"
"63","30","PHARMACEUTICAL PRODUCTS","DJIBOUTI","21.446","3.089","0.106","0.014","6.388","0.858","3.497","0.459","4.582","0.559","10.975","1.316","7.173","0.838","42.605","4.554","1.136","0.160","0.962","0.129","4.201","0.566","4.434","0.557","5.451","0.658","3.460","0.412","17.359","1.984","0.310","0.044","3.533","0.480","4.627","0.614","32.825","3.981","2.186","0.263","5.385","0.634","28.647","3.180","0.867","0.121","0.899","0.124","1.968","0.262","2.880","0.349","30.058","3.623","3.672","0.422","26.224","2.890","1.136","0.159","7.576","1.036","3.268","0.439","6.492","0.793","3.752","0.451","30.326","3.515","19.310","2.127","2.107","0.306","1.703","0.227","2.087","0.280","3.883","0.488","48.545","5.909","10.700","1.280","11.589","1.346","0.466","0.067","10.881","1.437","0.518","0.070","6.703","0.859","4.193","0.510","17.911","2.146","10.392","1.210","29.903","3.149","0.939","0.126","4.171","0.573","1.995","0.262","3.943","0.479","14.581","1.757","8.051","0.929","133.964","14.442","0.519","0.074","31.369","4.146","0.573","0.078","4.272","0.553","11.910","1.446","22.038","2.643","13.589","1.595","26.030","2.723","1.020","0.143","0.355","0.048","1.037","0.139","3.443","0.421","5.990","0.719","6.772","0.803","34.599","3.895","4.072","0.573","2.920","0.398","6.809","0.909","5.660","0.687","4.243","0.510","15.301","1.821","20.972","2.372","3.212","0.450","7.925","1.078","0.274","0.037","0.987","0.123","8.792","1.059","5.006","0.597","16.663","1.887"
"64","30","PHARMACEUTICAL PRODUCTS","EGYPT A RP","21.247","3.060","8.042","1.055","12.482","1.676","11.402","1.497","6.705","0.817","12.390","1.486","47.214","5.518","29.385","3.141","6.691","0.940","9.913","1.328","8.571","1.155","16.626","2.090","6.963","0.841","38.414","4.579","27.566","3.150","5.402","0.759","9.312","1.265","29.462","3.909","37.898","4.596","33.983","4.081","66.654","7.843","114.276","12.685","7.381","1.032","29.065","3.995","17.006","2.267","22.721","2.750","17.154","2.068","40.315","4.631","33.531","3.696","4.043","0.567","33.199","4.541","26.234","3.524","27.277","3.331","22.637","2.723","25.115","2.911","30.672","3.378","4.217","0.613","19.060","2.542","10.248","1.375","14.970","1.881","16.946","2.063","28.642","3.426","18.854","2.189","95.801","13.796","24.016","3.171","11.667","1.586","22.997","2.946","16.899","2.055","57.249","6.859","28.624","3.332","95.015","10.005","32.554","4.378","40.960","5.627","47.754","6.263","40.891","4.969","42.458","5.116","50.048","5.777","60.218","6.492","26.116","3.743","23.713","3.134","9.402","1.283","16.648","2.153","7.297","0.886","12.561","1.506","19.817","2.326","72.100","7.542","8.438","1.181","9.352","1.260","42.511","5.706","14.902","1.822","66.921","8.034","17.553","2.081","79.033","8.898","4.787","0.674","4.486","0.611","6.780","0.905","24.376","2.960","15.345","1.844","19.011","2.262","27.997","3.167","7.054","0.989","27.697","3.769","13.665","1.858","56.843","7.085","14.928","1.797","28.470","3.397","34.054","3.856"
"65","30","PHARMACEUTICAL PRODUCTS","ITALY","21.066","3.034","21.173","2.777","18.119","2.433","26.835","3.523","37.251","4.542","46.961","5.630","58.071","6.787","73.508","7.858","25.852","3.634","26.724","3.579","24.107","3.250","31.919","4.012","47.734","5.766","32.459","3.869","63.144","7.215","20.819","2.924","32.807","4.458","23.669","3.140","48.326","5.860","48.901","5.872","50.901","5.989","52.370","5.813","21.885","3.061","34.397","4.728","46.871","6.249","46.640","5.646","41.080","4.952","30.931","3.553","82.860","9.133","37.657","5.280","28.769","3.935","33.809","4.542","52.426","6.401","50.576","6.085","68.851","7.981","84.040","9.256","23.700","3.444","34.282","4.571","32.567","4.370","38.533","4.841","47.953","5.837","35.405","4.235","97.481","11.320","12.921","1.861","30.508","4.029","38.353","5.214","38.789","4.968","49.976","6.077","45.522","5.454","53.736","6.255","53.032","5.584","27.912","3.754","27.081","3.720","33.066","4.337","44.989","5.467","53.253","6.416","52.947","6.111","75.940","8.187","22.261","3.191","22.573","2.984","30.326","4.139","33.203","4.294","49.209","5.976","53.820","6.454","44.375","5.209","68.545","7.170","21.022","2.942","33.035","4.451","31.926","4.286","43.860","5.361","50.611","6.076","49.308","5.845","70.420","7.928","21.843","3.075","41.215","5.611","39.969","5.335","49.940","6.065","43.179","5.188","45.580","5.424","66.708","7.545","24.395","3.420","32.509","4.424","27.748","3.772","42.918","5.349","55.043","6.628","38.163","4.554","70.876","8.025"
"66","30","PHARMACEUTICAL PRODUCTS","ECUADOR","20.675","2.978","4.026","0.528","15.630","2.099","25.159","3.303","62.967","7.677","17.549","2.104","40.378","4.719","86.082","9.202","14.757","2.074","12.857","1.722","19.820","2.672","27.005","3.394","42.556","5.141","28.097","3.349","32.148","3.673","14.784","2.077","13.118","1.783","20.204","2.681","24.672","2.992","37.331","4.483","30.023","3.533","33.603","3.730","16.881","2.361","20.654","2.839","19.144","2.552","22.253","2.694","22.813","2.750","15.415","1.771","22.192","2.446","20.145","2.825","19.573","2.677","27.149","3.647","23.824","2.909","27.056","3.255","38.064","4.412","41.127","4.529","19.336","2.810","20.352","2.714","20.010","2.685","33.183","4.169","28.901","3.518","25.061","2.998","34.998","4.064","38.118","5.489","22.373","2.954","10.745","1.461","20.091","2.573","42.443","5.161","29.720","3.561","35.280","4.107","52.902","5.570","13.257","1.783","15.534","2.134","17.269","2.265","41.928","5.095","37.000","4.458","39.871","4.602","38.388","4.138","15.465","2.217","23.094","3.052","16.958","2.315","30.800","3.983","27.760","3.371","21.487","2.577","38.057","4.467","40.429","4.229","9.585","1.341","19.929","2.685","15.625","2.097","25.428","3.108","30.007","3.602","20.926","2.480","29.040","3.269","8.542","1.202","8.642","1.177","30.277","4.041","39.224","4.764","44.332","5.326","34.502","4.106","28.181","3.187","20.981","2.941","24.378","3.318","36.505","4.962","21.305","2.655","31.278","3.766","33.711","4.022","33.208","3.760"
"67","30","PHARMACEUTICAL PRODUCTS","POLAND","20.574","2.963","27.907","3.661","35.203","4.727","70.513","9.258","59.192","7.217","98.977","11.867","106.876","12.491","124.412","13.299","31.851","4.477","33.692","4.512","60.926","8.213","65.141","8.188","113.842","13.751","103.424","12.328","105.765","12.085","23.862","3.352","68.742","9.341","37.136","4.927","87.376","10.596","80.005","9.607","75.199","8.848","106.015","11.768","21.603","3.022","32.010","4.400","46.713","6.228","66.313","8.027","59.924","7.223","71.302","8.190","130.599","14.394","25.778","3.615","26.512","3.626","77.022","10.347","79.808","9.745","78.775","9.477","150.348","17.428","206.995","22.797","28.756","4.179","37.809","5.042","56.799","7.621","76.917","9.663","99.959","12.168","61.606","7.370","156.853","18.214","37.376","5.383","22.966","3.033","41.574","5.652","61.861","7.923","82.238","10.000","85.659","10.262","106.969","12.452","144.820","15.249","18.977","2.552","34.039","4.676","39.688","5.205","83.705","10.172","91.365","11.008","152.712","17.627","148.040","15.959","15.047","2.157","25.760","3.405","36.764","5.018","66.662","8.622","81.682","9.920","71.168","8.534","114.122","13.396","176.385","18.451","16.310","2.283","57.234","7.711","47.656","6.397","65.520","8.009","82.087","9.855","93.186","11.046","129.529","14.582","24.462","3.443","46.804","6.372","55.377","7.392","78.461","9.529","114.656","13.775","116.531","13.868","122.060","13.805","24.655","3.456","23.069","3.139","38.192","5.192","67.263","8.384","79.599","9.585","104.460","12.464","121.502","13.757"
"68","30","PHARMACEUTICAL PRODUCTS","SWITZERLAND","20.327","2.928","3.332","0.437","9.417","1.264","24.525","3.220","16.366","1.995","14.543","1.744","12.279","1.435","14.265","1.525","8.648","1.216","6.532","0.875","9.556","1.288","14.995","1.885","23.724","2.866","11.496","1.370","9.329","1.066","7.865","1.105","31.653","4.301","17.170","2.278","14.950","1.813","4.568","0.549","7.384","0.869","9.675","1.074","6.543","0.915","9.651","1.326","13.818","1.842","17.362","2.102","7.693","0.927","5.783","0.664","12.209","1.346","10.027","1.406","9.353","1.279","11.853","1.592","5.655","0.690","9.421","1.133","15.471","1.793","11.766","1.296","11.889","1.728","4.745","0.633","7.665","1.029","17.453","2.193","19.622","2.389","9.021","1.079","11.987","1.392","12.760","1.838","4.459","0.589","10.107","1.374","16.176","2.072","9.740","1.184","12.536","1.502","15.999","1.862","7.631","0.803","5.193","0.698","8.847","1.215","15.355","2.014","16.514","2.007","12.532","1.510","16.263","1.877","8.651","0.933","15.967","2.288","5.742","0.759","15.966","2.179","18.291","2.366","12.657","1.537","11.743","1.408","10.099","1.185","11.110","1.162","5.173","0.724","28.268","3.809","15.712","2.109","22.478","2.748","9.839","1.181","6.768","0.802","10.637","1.198","9.129","1.285","21.138","2.877","15.191","2.028","10.456","1.270","8.489","1.020","18.872","2.246","8.992","1.017","7.215","1.011","16.295","2.218","10.132","1.377","16.706","2.082","6.105","0.735","15.093","1.801","4.285","0.485"
"69","30","PHARMACEUTICAL PRODUCTS","BANGLADESH PR","18.911","2.724","4.674","0.613","65.629","8.813","47.674","6.259","9.626","1.174","13.108","1.572","62.818","7.342","50.388","5.386","36.311","5.104","13.578","1.818","67.862","9.148","93.620","11.768","28.124","3.397","37.483","4.468","82.370","9.412","85.530","12.014","33.566","4.561","136.169","18.066","72.425","8.783","40.156","4.822","46.583","5.481","61.888","6.869","9.061","1.267","73.561","10.111","24.827","3.310","28.673","3.471","30.040","3.621","128.942","14.812","51.617","5.689","71.586","10.038","206.429","28.236","19.155","2.573","30.617","3.738","21.880","2.632","69.979","8.112","89.686","9.877","31.206","4.535","73.355","9.782","23.117","3.102","38.752","4.868","58.834","7.162","21.931","2.623","99.933","11.605","33.749","4.860","36.766","4.855","27.404","3.725","51.619","6.612","19.191","2.334","27.293","3.270","101.935","11.866","42.949","4.522","10.471","1.408","70.237","9.649","25.919","3.399","31.974","3.886","28.369","3.418","156.486","18.062","27.909","3.009","44.670","6.402","11.103","1.467","25.366","3.462","46.451","6.008","33.488","4.067","45.954","5.511","61.965","7.274","147.857","15.467","110.565","15.474","56.680","7.637","162.974","21.877","46.641","5.701","37.792","4.537","22.150","2.626","108.009","12.160","71.888","10.119","40.031","5.449","84.993","11.345","41.360","5.023","29.764","3.576","48.780","5.805","96.509","10.915","54.541","7.646","70.582","9.605","65.135","8.854","26.139","3.258","67.655","8.147","52.758","6.295","92.327","10.453"
"70","30","PHARMACEUTICAL PRODUCTS","DENMARK","18.501","2.665","14.940","1.960","22.838","3.067","35.950","4.720","25.018","3.050","33.072","3.965","31.963","3.736","55.023","5.882","12.333","1.733","22.407","3.001","17.182","2.316","28.132","3.536","20.588","2.487","37.303","4.446","33.071","3.779","19.751","2.774","32.915","4.473","16.993","2.254","30.953","3.754","19.187","2.304","28.188","3.317","33.058","3.669","15.275","2.137","25.302","3.478","19.075","2.543","21.295","2.578","43.400","5.231","16.752","1.924","27.704","3.053","15.070","2.113","30.866","4.222","16.094","2.162","25.191","3.076","25.572","3.076","47.411","5.496","22.991","2.532","22.323","3.244","16.891","2.252","30.526","4.096","32.319","4.060","20.606","2.508","24.726","2.958","18.892","2.194","21.500","3.096","28.936","3.821","21.518","2.925","31.258","4.004","23.639","2.875","28.444","3.408","65.578","7.634","47.587","5.011","18.640","2.507","26.226","3.603","33.456","4.388","22.738","2.763","30.888","3.722","21.750","2.510","26.502","2.857","24.366","3.492","20.287","2.681","21.646","2.954","20.473","2.648","19.557","2.375","30.440","3.650","29.639","3.479","24.999","2.615","16.060","2.248","23.239","3.131","19.975","2.681","38.149","4.663","12.764","1.532","10.914","1.294","29.107","3.277","18.734","2.637","26.266","3.576","31.628","4.222","17.323","2.104","26.638","3.200","30.756","3.660","29.241","3.307","13.261","1.859","27.962","3.805","18.856","2.563","19.067","2.376","32.436","3.906","38.149","4.552","37.207","4.213"
"71","30","PHARMACEUTICAL PRODUCTS","FINLAND","18.153","2.615","18.866","2.475","27.469","3.688","62.300","8.179","52.749","6.431","29.549","3.543","31.217","3.649","46.683","4.990","15.088","2.121","19.533","2.616","21.200","2.858","65.099","8.183","67.446","8.147","27.917","3.328","51.562","5.892","24.748","3.476","32.160","4.370","25.081","3.328","164.798","19.984","30.281","3.636","40.904","4.813","50.834","5.643","22.280","3.117","36.752","5.051","31.227","4.163","103.620","12.544","26.683","3.216","33.391","3.836","46.251","5.098","17.981","2.521","16.003","2.189","25.867","3.475","66.783","8.154","32.434","3.902","44.067","5.108","30.582","3.368","13.862","2.015","25.203","3.361","42.700","5.729","25.752","3.235","64.322","7.830","44.537","5.328","40.346","4.685","10.335","1.488","16.659","2.200","31.284","4.253","12.809","1.641","89.550","10.890","35.312","4.230","58.715","6.835","61.682","6.495","14.692","1.976","43.735","6.008","28.477","3.735","99.168","12.051","35.358","4.260","40.059","4.624","48.993","5.282","21.738","3.115","19.098","2.524","30.443","4.155","18.110","2.342","85.825","10.423","42.818","5.134","43.087","5.058","53.303","5.576","16.077","2.250","24.800","3.341","7.034","0.944","66.080","8.077","38.691","4.645","33.753","4.001","47.852","5.387","24.753","3.484","26.586","3.619","18.008","2.404","73.564","8.934","88.053","10.579","44.968","5.351","41.708","4.717","23.306","3.267","23.624","3.215","21.977","2.987","56.798","7.079","88.697","10.680","34.900","4.164","42.525","4.815"
"72","30","PHARMACEUTICAL PRODUCTS","BOLIVIA","17.113","2.465","6.338","0.831","26.561","3.567","23.438","3.077","12.718","1.551","10.188","1.222","17.276","2.019","18.596","1.988","12.372","1.739","16.784","2.248","67.282","9.070","20.637","2.594","12.295","1.485","20.851","2.485","24.826","2.837","17.801","2.500","10.729","1.458","29.764","3.949","8.778","1.064","19.334","2.322","11.782","1.386","16.611","1.844","13.006","1.819","35.380","4.863","18.665","2.489","12.542","1.518","16.733","2.017","11.316","1.300","18.644","2.055","14.898","2.089","22.133","3.027","45.721","6.142","8.480","1.035","8.041","0.967","7.445","0.863","30.414","3.350","10.307","1.498","8.345","1.113","34.036","4.567","32.702","4.108","24.468","2.978","31.543","3.773","14.690","1.706","18.835","2.713","13.306","1.757","18.011","2.449","18.315","2.346","18.638","2.266","24.111","2.889","13.184","1.535","7.141","0.752","3.255","0.438","37.427","5.142","23.020","3.019","19.352","2.352","16.612","2.001","18.812","2.171","11.379","1.227","12.885","1.847","7.268","0.961","19.093","2.606","9.764","1.263","14.671","1.782","14.429","1.730","14.896","1.749","10.519","1.100","17.579","2.460","15.029","2.025","18.926","2.541","12.772","1.561","12.960","1.556","9.074","1.076","14.956","1.684","15.787","2.222","20.448","2.784","13.690","1.827","7.361","0.894","8.910","1.070","15.970","1.900","16.568","1.874","13.844","1.941","21.480","2.923","30.370","4.128","25.024","3.119","12.884","1.551","9.927","1.184","12.180","1.379"
